0.0214941	0.000113397	0.263899
5.7527e-05	4.1922e-05	0.000102836
5.9536e-05	4.9733e-05	9.265e-05
6.0908e-05	6.8012e-05	8.4938e-05
6.5836e-05	7.0457e-05	7.1055e-05
6.7218e-05	5.8587e-05	7.792e-05
6.4159e-05	4.7981e-05	7.6432e-05
7.2972e-05	6.3753e-05	6.7033e-05
7.5185e-05	5.8832e-05	6.8247e-05
7.4687e-05	5.4895e-05	7.1345e-05
7.7811e-05	4.8545e-05	7.762e-05
7.8035e-05	5.3484e-05	8.3441e-05
9.2573e-05	7.2515e-05	0.000107882
0.000120846	0.000102829	0.000138538
0.000107258	8.981e-05	0.000154309
0.000510225	0.000146993	0.000702787
0.000353236	0.000248611	0.000488903
0.000922989	0.000511534	0.00114294
0.00135255	0.000782825	0.00166937
0.00193982	0.00130863	0.00278445
0.00358937	0.00264628	0.00448066
0.00655276	0.00564558	0.0077012
0.012688	0.0116042	0.014477
0.0242932	0.023331	0.0278753
0.0491726	0.0616498	0.0549231
0.101791	0.0990101	0.107659
0.207669	0.202831	0.214913
0.421987	0.47772	0.432226
0.836038	1.05243	0.8549